{'bleu': 0.35570255994157035, 'precisions': [0.6526315789473685, 0.3723404255319149], 'brevity_penalty': 0.7215772849379724, 'length_ratio': 0.753968253968254, 'translation_length': 95, 'reference_length': 126}
{'bleu': 0.5033546265229902, 'precisions': [0.6370127688172043, 0.5182289453556557], 'brevity_penalty': 0.8760707138401206, 'length_ratio': 0.8831515691075006, 'translation_length': 11904, 'reference_length': 13479}
{'bleu': 0.49921703991013755, 'precisions': [0.6385050774096886, 0.5191983832940384], 'brevity_penalty': 0.8670428426251272, 'length_ratio': 0.8751456876456877, 'translation_length': 12014, 'reference_length': 13728}
{'bleu': 0.5027377470638945, 'precisions': [0.6405438813349814, 0.5221740580193398], 'brevity_penalty': 0.869279434350787, 'length_ratio': 0.8771232381640767, 'translation_length': 12135, 'reference_length': 13835}
{'bleu': 0.5018082275370217, 'precisions': [0.6387417488387255, 0.5192482070727887], 'brevity_penalty': 0.8713399437401568, 'length_ratio': 0.878948499391161, 'translation_length': 12271, 'reference_length': 13961}
{'bleu': 0.5051262568270808, 'precisions': [0.6411893027389513, 0.5225563909774437], 'brevity_penalty': 0.8726502714713998, 'length_ratio': 0.8801109293891772, 'translation_length': 12377, 'reference_length': 14063}
{'bleu': 0.5070809847387141, 'precisions': [0.6425186731989398, 0.5243317897473393], 'brevity_penalty': 0.8736376730226401, 'length_ratio': 0.8809877591452628, 'translation_length': 12451, 'reference_length': 14133}
{'bleu': 0.5068513693145051, 'precisions': [0.6448813883139628, 0.5266124486673646], 'brevity_penalty': 0.8697514109529764, 'length_ratio': 0.8775410408662242, 'translation_length': 12562, 'reference_length': 14315}
{'bleu': 0.5069956858659598, 'precisions': [0.6451689295863593, 0.5260300223570744], 'brevity_penalty': 0.8702865585509091, 'length_ratio': 0.8780149708899362, 'translation_length': 12668, 'reference_length': 14428}
{'bleu': 0.5050842448824128, 'precisions': [0.6468884540117417, 0.5267616785431513], 'brevity_penalty': 0.8652508516950761, 'length_ratio': 0.8735640043763676, 'translation_length': 12775, 'reference_length': 14624}
{'bleu': 0.5059300328377988, 'precisions': [0.6455813953488372, 0.5250117610161518], 'brevity_penalty': 0.8690213401364469, 'length_ratio': 0.8768948405954727, 'translation_length': 12900, 'reference_length': 14711}
{'bleu': 0.5024162179173367, 'precisions': [0.6459104938271605, 0.5251697494731913], 'brevity_penalty': 0.8626360997798671, 'length_ratio': 0.8712605042016807, 'translation_length': 12960, 'reference_length': 14875}
{'bleu': 0.5002329072190119, 'precisions': [0.6466014933415442, 0.5258895896597369], 'brevity_penalty': 0.8578406446724881, 'length_ratio': 0.8670493225655743, 'translation_length': 12991, 'reference_length': 14983}
{'bleu': 0.4951050291598218, 'precisions': [0.6465682148595914, 0.5254643962848298], 'brevity_penalty': 0.849412239894396, 'length_ratio': 0.8596895145375608, 'translation_length': 13069, 'reference_length': 15202}
{'bleu': 0.4933311705220446, 'precisions': [0.6488942744622842, 0.5268883100965221], 'brevity_penalty': 0.8437082660698751, 'length_ratio': 0.8547384774728121, 'translation_length': 13204, 'reference_length': 15448}
{'bleu': 0.489865968519348, 'precisions': [0.6468194151341574, 0.5248151254097736], 'brevity_penalty': 0.8407803910829836, 'length_ratio': 0.8522063074057422, 'translation_length': 13268, 'reference_length': 15569}
{'bleu': 0.4885818496467483, 'precisions': [0.6455781801788264, 0.5232195789313673], 'brevity_penalty': 0.8406610273167003, 'length_ratio': 0.8521032076317305, 'translation_length': 13309, 'reference_length': 15619}
{'bleu': 0.4882000492459483, 'precisions': [0.6453353315848632, 0.522892662219527], 'brevity_penalty': 0.8404247307382016, 'length_ratio': 0.8518991382061921, 'translation_length': 13345, 'reference_length': 15665}
{'bleu': 0.4857189100418207, 'precisions': [0.6447977310046276, 0.5221987315010571], 'brevity_penalty': 0.8370576218795274, 'length_ratio': 0.8489956276535073, 'translation_length': 13398, 'reference_length': 15781}
{'bleu': 0.4855752742226957, 'precisions': [0.6433509254441389, 0.5208302000300797], 'brevity_penalty': 0.8388504074105404, 'length_ratio': 0.8505405576278687, 'translation_length': 13453, 'reference_length': 15817}
{'bleu': 0.4845325010353016, 'precisions': [0.6437300940671061, 0.5207193705507681], 'brevity_penalty': 0.8368914683203124, 'length_ratio': 0.8488525620873939, 'translation_length': 13501, 'reference_length': 15905}
{'bleu': 0.48125867611696693, 'precisions': [0.6439979392065945, 0.5206999255398362], 'brevity_penalty': 0.8310795107441267, 'length_ratio': 0.8438606297745481, 'translation_length': 13587, 'reference_length': 16101}
{'bleu': 0.4808791882543809, 'precisions': [0.6436756280299691, 0.520139714625446], 'brevity_penalty': 0.8310792546450324, 'length_ratio': 0.8438604103390566, 'translation_length': 13614, 'reference_length': 16133}
{'bleu': 0.4810090158085404, 'precisions': [0.6439205955334988, 0.5199734180019198], 'brevity_penalty': 0.8312783839192349, 'length_ratio': 0.8440310459529383, 'translation_length': 13702, 'reference_length': 16234}
{'bleu': 0.4792445154775678, 'precisions': [0.6439915874972805, 0.5194071465257906], 'brevity_penalty': 0.8286346581641942, 'length_ratio': 0.8417679018374946, 'translation_length': 13789, 'reference_length': 16381}
{'bleu': 0.478834154732239, 'precisions': [0.6437693917310051, 0.5188348664038546], 'brevity_penalty': 0.8285245504393297, 'length_ratio': 0.8416737519737642, 'translation_length': 13859, 'reference_length': 16466}
{'bleu': 0.4745565041388924, 'precisions': [0.6441041785918717, 0.5184595338062835], 'brevity_penalty': 0.8212066154266978, 'length_ratio': 0.8354354713371989, 'translation_length': 13976, 'reference_length': 16729}
{'bleu': 0.4760608415736346, 'precisions': [0.6442499288357529, 0.5190438476492188], 'brevity_penalty': 0.8232528570527808, 'length_ratio': 0.8371760500446828, 'translation_length': 14052, 'reference_length': 16785}
{'bleu': 0.47770375496335954, 'precisions': [0.6442525481313703, 0.5196218848467488], 'brevity_penalty': 0.8256326626134952, 'length_ratio': 0.8392040392040392, 'translation_length': 14128, 'reference_length': 16835}
{'bleu': 0.48100467774341815, 'precisions': [0.6461851047432214, 0.5221859937624043], 'brevity_penalty': 0.8280531603373997, 'length_ratio': 0.8412707768478133, 'translation_length': 14273, 'reference_length': 16966}
{'bleu': 0.48288744873933037, 'precisions': [0.6459290187891441, 0.5225992678118839], 'brevity_penalty': 0.8311303104898221, 'length_ratio': 0.8439041578576463, 'translation_length': 14370, 'reference_length': 17028}
{'bleu': 0.4830782939764226, 'precisions': [0.6430841508912533, 0.5196057873768085], 'brevity_penalty': 0.8356927431428817, 'length_ratio': 0.8478209934395501, 'translation_length': 14474, 'reference_length': 17072}
{'bleu': 0.48004768070597725, 'precisions': [0.6432901625792229, 0.5193755227209367], 'brevity_penalty': 0.8305010419340922, 'length_ratio': 0.8433650941203811, 'translation_length': 14516, 'reference_length': 17212}
{'bleu': 0.4793729095557935, 'precisions': [0.6412559127990677, 0.5172007213205715], 'brevity_penalty': 0.8323926469712272, 'length_ratio': 0.8449863870706135, 'translation_length': 14587, 'reference_length': 17263}
{'bleu': 0.4799357342311032, 'precisions': [0.6396236705754023, 0.515795282107877], 'brevity_penalty': 0.8355686568563433, 'length_ratio': 0.8477142692018725, 'translation_length': 14668, 'reference_length': 17303}
{'bleu': 0.4800273646193502, 'precisions': [0.6418330430121935, 0.5179261267366995], 'brevity_penalty': 0.8325705599410556, 'length_ratio': 0.8451390068512542, 'translation_length': 14926, 'reference_length': 17661}
{'bleu': 0.48002846252393566, 'precisions': [0.6421010585180746, 0.5174085797023369], 'brevity_penalty': 0.8328148931883218, 'length_ratio': 0.8453486408914401, 'translation_length': 15021, 'reference_length': 17769}
{'bleu': 0.4799469678680318, 'precisions': [0.6389586361834281, 0.5146046387273578], 'brevity_penalty': 0.8369895422291677, 'length_ratio': 0.8489370056655635, 'translation_length': 15134, 'reference_length': 17827}
{'bleu': 0.4780678038516999, 'precisions': [0.639338864743843, 0.5149880095923262], 'brevity_penalty': 0.8331541942360127, 'length_ratio': 0.8456398262612763, 'translation_length': 15186, 'reference_length': 17958}
{'bleu': 0.4787216236494508, 'precisions': [0.6398791937495897, 0.5156083953241233], 'brevity_penalty': 0.8334394631036314, 'length_ratio': 0.8458847050983006, 'translation_length': 15231, 'reference_length': 18006}
{'bleu': 0.47972419710565445, 'precisions': [0.6389052191521327, 0.5149672900284147], 'brevity_penalty': 0.8363413791857326, 'length_ratio': 0.8483790523690773, 'translation_length': 15309, 'reference_length': 18045}
{'bleu': 0.48105086110981465, 'precisions': [0.6395469929705806, 0.5160334496608942], 'brevity_penalty': 0.8373669945218813, 'length_ratio': 0.8492620640097286, 'translation_length': 15364, 'reference_length': 18091}
{'bleu': 0.48179286227646456, 'precisions': [0.640072647077901, 0.5165037075923617], 'brevity_penalty': 0.8379324431347364, 'length_ratio': 0.8497492145731136, 'translation_length': 15417, 'reference_length': 18143}
{'bleu': 0.48054783591521893, 'precisions': [0.6412105602060528, 0.5168392938570777], 'brevity_penalty': 0.8347540416650063, 'length_ratio': 0.8470139078265613, 'translation_length': 15530, 'reference_length': 18335}
{'bleu': 0.4806815631959518, 'precisions': [0.6415130691670413, 0.5170554219998701], 'brevity_penalty': 0.8346149549831042, 'length_ratio': 0.8468943761557707, 'translation_length': 15571, 'reference_length': 18386}
{'bleu': 0.4809919396186981, 'precisions': [0.6398442983855529, 0.5149774047772757], 'brevity_penalty': 0.8379277228377414, 'length_ratio': 0.8497451469471857, 'translation_length': 15671, 'reference_length': 18442}
{'bleu': 0.4793855320239611, 'precisions': [0.6398854961832061, 0.5151242116102458], 'brevity_penalty': 0.8349833358048384, 'length_ratio': 0.847210994341148, 'translation_length': 15720, 'reference_length': 18555}
{'bleu': 0.47956594578885564, 'precisions': [0.6378371533493732, 0.5130356799692525], 'brevity_penalty': 0.8383389506169423, 'length_ratio': 0.85009957478874, 'translation_length': 15794, 'reference_length': 18579}
{'bleu': 0.47746628993231377, 'precisions': [0.6364777505805561, 0.5110800685757826], 'brevity_penalty': 0.8371564534513456, 'length_ratio': 0.8490807354116706, 'translation_length': 15933, 'reference_length': 18765}
{'bleu': 0.4772100659986182, 'precisions': [0.6342543504022953, 0.5090232205956587], 'brevity_penalty': 0.8398642035254918, 'length_ratio': 0.8514152195847273, 'translation_length': 16033, 'reference_length': 18831}
{'bleu': 0.47672460533824146, 'precisions': [0.6342115073940598, 0.5083605732964546], 'brevity_penalty': 0.839584821580249, 'length_ratio': 0.8511741061984345, 'translation_length': 16094, 'reference_length': 18908}
{'bleu': 0.476557645680454, 'precisions': [0.6349353621574813, 0.5088861076345432], 'brevity_penalty': 0.838378990264703, 'length_ratio': 0.85013409055056, 'translation_length': 16167, 'reference_length': 19017}
{'bleu': 0.47747758843618954, 'precisions': [0.6352317554240631, 0.5093539536043902], 'brevity_penalty': 0.8394156284455173, 'length_ratio': 0.8510281158203945, 'translation_length': 16224, 'reference_length': 19064}
{'bleu': 0.4776425522924678, 'precisions': [0.6344375727144694, 0.5080535249659274], 'brevity_penalty': 0.8413056943406615, 'length_ratio': 0.8526601576776484, 'translation_length': 16331, 'reference_length': 19153}
{'bleu': 0.4782951004948368, 'precisions': [0.6307384017488462, 0.5046074456321415], 'brevity_penalty': 0.8478020615551278, 'length_ratio': 0.8582894668264971, 'translation_length': 16468, 'reference_length': 19187}
{'bleu': 0.4784450292865842, 'precisions': [0.6290225018146625, 0.503335169206291], 'brevity_penalty': 0.8502963558540944, 'length_ratio': 0.8604590641752979, 'translation_length': 16532, 'reference_length': 19213}
{'bleu': 0.47869418052514984, 'precisions': [0.629580440688198, 0.5038172601233738], 'brevity_penalty': 0.849955157057415, 'length_ratio': 0.8601620105930003, 'translation_length': 16565, 'reference_length': 19258}
{'bleu': 0.4802132328232133, 'precisions': [0.6285115303983229, 0.5030299357653618], 'brevity_penalty': 0.854044663004933, 'length_ratio': 0.863728076982772, 'translation_length': 16695, 'reference_length': 19329}
{'bleu': 0.48421898146962133, 'precisions': [0.6326253687315634, 0.5079374552399141], 'brevity_penalty': 0.8542075166777168, 'length_ratio': 0.8638703429998471, 'translation_length': 16950, 'reference_length': 19621}
{'bleu': 0.48584245787942754, 'precisions': [0.6336622034296453, 0.509297213806214], 'brevity_penalty': 0.8552260353477174, 'length_ratio': 0.864760550505307, 'translation_length': 17028, 'reference_length': 19691}
{'bleu': 0.48594806645614635, 'precisions': [0.6327462110129323, 0.508376250517966], 'brevity_penalty': 0.8568059129909192, 'length_ratio': 0.8661429295489103, 'translation_length': 17089, 'reference_length': 19730}
{'bleu': 0.48565626522587135, 'precisions': [0.6337568481174962, 0.5092860090796533], 'brevity_penalty': 0.8548438475872002, 'length_ratio': 0.8644264194669756, 'translation_length': 17158, 'reference_length': 19849}
{'bleu': 0.48638404288930454, 'precisions': [0.6326861779194436, 0.5082370874127924], 'brevity_penalty': 0.8577327017821882, 'length_ratio': 0.8669547304426468, 'translation_length': 17255, 'reference_length': 19903}
{'bleu': 0.4894363800739557, 'precisions': [0.6338973329509607, 0.5103272220932931], 'brevity_penalty': 0.8605228713016253, 'length_ratio': 0.8694026129450484, 'translation_length': 17435, 'reference_length': 20054}
{'bleu': 0.4884630343835433, 'precisions': [0.6332913998170174, 0.5094285053216103], 'brevity_penalty': 0.8599798720495578, 'length_ratio': 0.8689257676637185, 'translation_length': 17488, 'reference_length': 20126}
{'bleu': 0.4856854207355184, 'precisions': [0.6320090805902384, 0.5070899592399104], 'brevity_penalty': 0.8579281191034284, 'length_ratio': 0.8671259842519685, 'translation_length': 17620, 'reference_length': 20320}
{'bleu': 0.4827611262318572, 'precisions': [0.6325202331767502, 0.5074139806492243], 'brevity_penalty': 0.8521457180957683, 'length_ratio': 0.8620706479313037, 'translation_length': 17669, 'reference_length': 20496}
{'bleu': 0.486582382525703, 'precisions': [0.6283043911071784, 0.503943173555568], 'brevity_penalty': 0.8647300470456547, 'length_ratio': 0.8731047802993723, 'translation_length': 18082, 'reference_length': 20710}
{'bleu': 0.4885019057945673, 'precisions': [0.6299537648612946, 0.5060676909374304], 'brevity_penalty': 0.865182285607657, 'length_ratio': 0.8735035338237416, 'translation_length': 18168, 'reference_length': 20799}
{'bleu': 0.48754032717871715, 'precisions': [0.6304288145829902, 0.5061083962683252], 'brevity_penalty': 0.8631191369738549, 'length_ratio': 0.8716856513831722, 'translation_length': 18213, 'reference_length': 20894}
{'bleu': 0.48566469222381353, 'precisions': [0.6310456263351043, 0.5066755304415268], 'brevity_penalty': 0.8588971971490197, 'length_ratio': 0.867975658457735, 'translation_length': 18257, 'reference_length': 21034}
{'bleu': 0.48572462887214657, 'precisions': [0.6310297732859874, 0.5066305669134711], 'brevity_penalty': 0.8590521030552695, 'length_ratio': 0.8681115432040216, 'translation_length': 18305, 'reference_length': 21086}
{'bleu': 0.4868111604123947, 'precisions': [0.631851367549308, 0.5077151989419155], 'brevity_penalty': 0.8594942565155039, 'length_ratio': 0.8684995031467373, 'translation_length': 18354, 'reference_length': 21133}
{'bleu': 0.4817640830577951, 'precisions': [0.6313279132791328, 0.5064415328107011], 'brevity_penalty': 0.8520052402649531, 'length_ratio': 0.861948142957253, 'translation_length': 18450, 'reference_length': 21405}
{'bleu': 0.48230686233977155, 'precisions': [0.6310056619034781, 0.5061358058358331], 'brevity_penalty': 0.8534405662525196, 'length_ratio': 0.8632005213181903, 'translation_length': 18545, 'reference_length': 21484}
{'bleu': 0.48252403114921283, 'precisions': [0.626333760136577, 0.502077375492365], 'brevity_penalty': 0.8604600488943162, 'length_ratio': 0.8693474328648949, 'translation_length': 18744, 'reference_length': 21561}
{'bleu': 0.48303052555699616, 'precisions': [0.6267965506228043, 0.5024227414665662], 'brevity_penalty': 0.8607492122248419, 'length_ratio': 0.869601444243855, 'translation_length': 18786, 'reference_length': 21603}
{'bleu': 0.4800093161591106, 'precisions': [0.627167170351519, 0.5025740025740025], 'brevity_penalty': 0.8549840212580709, 'length_ratio': 0.8645489548954896, 'translation_length': 18861, 'reference_length': 21816}
{'bleu': 0.48006944177224, 'precisions': [0.6272264631043257, 0.502627345844504], 'brevity_penalty': 0.8550053243992687, 'length_ratio': 0.8645675787157981, 'translation_length': 18864, 'reference_length': 21819}
{'bleu': 0.4814708920255884, 'precisions': [0.6276265206171995, 0.5030361137743689], 'brevity_penalty': 0.8568796139849071, 'length_ratio': 0.8662074628227352, 'translation_length': 18989, 'reference_length': 21922}
{'bleu': 0.481779067726942, 'precisions': [0.6280839895013124, 0.5031326324731867], 'brevity_penalty': 0.8570335480598178, 'length_ratio': 0.866342262040111, 'translation_length': 19050, 'reference_length': 21989}
{'bleu': 0.48139789760863194, 'precisions': [0.6278252661387592, 0.5027583280288563], 'brevity_penalty': 0.8568507040545853, 'length_ratio': 0.8661821485350897, 'translation_length': 19069, 'reference_length': 22015}
{'bleu': 0.4811064432000782, 'precisions': [0.6278447823807026, 0.5027583280288563], 'brevity_penalty': 0.8563186285145786, 'length_ratio': 0.8657163609950972, 'translation_length': 19070, 'reference_length': 22028}
{'bleu': 0.4815542473635035, 'precisions': [0.6282393591958536, 0.5031776294884016], 'brevity_penalty': 0.8564893845159242, 'length_ratio': 0.8658658204895738, 'translation_length': 19101, 'reference_length': 22060}
{'bleu': 0.48198373721179855, 'precisions': [0.6281013319404545, 0.5030911492734478], 'brevity_penalty': 0.8574211442349067, 'length_ratio': 0.8666817564508827, 'translation_length': 19145, 'reference_length': 22090}
{'bleu': 0.4815024725626205, 'precisions': [0.6276279409463196, 0.502691576947435], 'brevity_penalty': 0.8572284630931737, 'length_ratio': 0.8665129735105325, 'translation_length': 19169, 'reference_length': 22122}
{'bleu': 0.48096661375610655, 'precisions': [0.6275952008346375, 0.502691576947435], 'brevity_penalty': 0.8562967975481257, 'length_ratio': 0.8656972543352601, 'translation_length': 19170, 'reference_length': 22144}
{'bleu': 0.48107502361553467, 'precisions': [0.6269994268743813, 0.502161307327359], 'brevity_penalty': 0.8573489390881343, 'length_ratio': 0.8666185036348039, 'translation_length': 19193, 'reference_length': 22147}
{'bleu': 0.48115797629888013, 'precisions': [0.627077147470959, 0.5022400252991093], 'brevity_penalty': 0.8573764344115674, 'length_ratio': 0.8666425894993454, 'translation_length': 19197, 'reference_length': 22151}
{'bleu': 0.4812478473576013, 'precisions': [0.6272173958279145, 0.502210759027266], 'brevity_penalty': 0.857465679417107, 'length_ratio': 0.8667207719013481, 'translation_length': 19223, 'reference_length': 22179}
{'bleu': 0.48128995634727206, 'precisions': [0.6268076504431659, 0.501442282477579], 'brevity_penalty': 0.8584780170947474, 'length_ratio': 0.8676080406529658, 'translation_length': 19293, 'reference_length': 22237}
{'bleu': 0.48130996658340525, 'precisions': [0.6266432046372011, 0.5011783189316575], 'brevity_penalty': 0.8588524324539746, 'length_ratio': 0.8679363938549995, 'translation_length': 19322, 'reference_length': 22262}
{'bleu': 0.4817701101865122, 'precisions': [0.62663980993699, 0.5012543116964566], 'brevity_penalty': 0.8596106759150329, 'length_ratio': 0.8686016778071868, 'translation_length': 19362, 'reference_length': 22291}
{'bleu': 0.4816350769610412, 'precisions': [0.6268302742833574, 0.5013304116450149], 'brevity_penalty': 0.8591739513961317, 'length_ratio': 0.8682184422560429, 'translation_length': 19396, 'reference_length': 22340}
{'bleu': 0.48190644630492774, 'precisions': [0.6269931077049686, 0.5013533208411409], 'brevity_penalty': 0.8595267640921415, 'length_ratio': 0.8685280321643958, 'translation_length': 19442, 'reference_length': 22385}
{'bleu': 0.48236387589081253, 'precisions': [0.626938482078669, 0.5014810580470821], 'brevity_penalty': 0.8602705293972076, 'length_ratio': 0.8691809863869672, 'translation_length': 19474, 'reference_length': 22405}
{'bleu': 0.4824791631419642, 'precisions': [0.6262817883511075, 0.5009858862598588], 'brevity_penalty': 0.8613525129809257, 'length_ratio': 0.8701316082980147, 'translation_length': 19504, 'reference_length': 22415}
{'bleu': 0.48227424790418216, 'precisions': [0.6263381652409978, 0.5010368066355625], 'brevity_penalty': 0.8609041853603336, 'length_ratio': 0.8697376041341828, 'translation_length': 19523, 'reference_length': 22447}
{'bleu': 0.48313359385408966, 'precisions': [0.6265958533346951, 0.5013438081455448], 'brevity_penalty': 0.8619967937151197, 'length_ratio': 0.8706980880391285, 'translation_length': 19582, 'reference_length': 22490}
{'bleu': 0.4832135831869324, 'precisions': [0.6262182987191918, 0.501032951141411], 'brevity_penalty': 0.8626668557358771, 'length_ratio': 0.8712875689133914, 'translation_length': 19597, 'reference_length': 22492}
{'bleu': 0.4838452053881108, 'precisions': [0.6270220775256893, 0.5016991041087426], 'brevity_penalty': 0.8626673528628056, 'length_ratio': 0.8712880063824129, 'translation_length': 19658, 'reference_length': 22562}
{'bleu': 0.4845284049073756, 'precisions': [0.6276514959752949, 0.5022545603607297], 'brevity_penalty': 0.8629746006914313, 'length_ratio': 0.8715584186374867, 'translation_length': 19753, 'reference_length': 22664}
{'bleu': 0.4848471968640143, 'precisions': [0.6286909200846518, 0.5033149734802121], 'brevity_penalty': 0.861918832014093, 'length_ratio': 0.8706295240184251, 'translation_length': 19846, 'reference_length': 22795}
{'bleu': 0.48562990982406445, 'precisions': [0.6290022618748429, 0.5037647537647537], 'brevity_penalty': 0.862711195847544, 'length_ratio': 0.8713265887093242, 'translation_length': 19895, 'reference_length': 22833}
{'bleu': 0.4858778311473569, 'precisions': [0.6290168947711435, 0.5033744354797788], 'brevity_penalty': 0.8634761595860612, 'length_ratio': 0.872, 'translation_length': 19947, 'reference_length': 22875}
{'bleu': 0.48573960354586404, 'precisions': [0.6290726817042607, 0.5034248312953473], 'brevity_penalty': 0.8631490254352178, 'length_ratio': 0.8717119636458971, 'translation_length': 19950, 'reference_length': 22886}
{'bleu': 0.48543112387527354, 'precisions': [0.6291284518618754, 0.5034752168839735], 'brevity_penalty': 0.8625194675453512, 'length_ratio': 0.8711578763534754, 'translation_length': 19953, 'reference_length': 22904}
{'bleu': 0.4857093932521127, 'precisions': [0.6285271162697619, 0.5030640668523677], 'brevity_penalty': 0.8637794035719573, 'length_ratio': 0.8722670739690159, 'translation_length': 19988, 'reference_length': 22915}
{'bleu': 0.4857768305878558, 'precisions': [0.6278884064480711, 0.5026019299752438], 'brevity_penalty': 0.8647358993017433, 'length_ratio': 0.873109939430912, 'translation_length': 20037, 'reference_length': 22949}
{'bleu': 0.486426533489292, 'precisions': [0.6282185367797201, 0.5030755268730462], 'brevity_penalty': 0.8652573315911112, 'length_ratio': 0.8735697193822057, 'translation_length': 20079, 'reference_length': 22985}
{'bleu': 0.4864372075037034, 'precisions': [0.6282370517928287, 0.5030755268730462], 'brevity_penalty': 0.8652635680300536, 'length_ratio': 0.8735752196989471, 'translation_length': 20080, 'reference_length': 22986}
{'bleu': 0.4861108068138191, 'precisions': [0.6282427924114923, 0.5030752167775762], 'brevity_penalty': 0.8646792897515094, 'length_ratio': 0.8730600356475242, 'translation_length': 20083, 'reference_length': 23003}
{'bleu': 0.4861592544000955, 'precisions': [0.6276802149146808, 0.5026444366090768], 'brevity_penalty': 0.8655235668278541, 'length_ratio': 0.8738045557294384, 'translation_length': 20101, 'reference_length': 23004}
{'bleu': 0.4850359972378623, 'precisions': [0.6283111353171263, 0.5028072989773411], 'brevity_penalty': 0.862950343945885, 'length_ratio': 0.8715370674031242, 'translation_length': 20197, 'reference_length': 23174}
{'bleu': 0.4879051958347924, 'precisions': [0.619558936825886, 0.49478506677064044], 'brevity_penalty': 0.8812230295885328, 'length_ratio': 0.8877489954689236, 'translation_length': 20768, 'reference_length': 23394}
{'bleu': 0.48839953663370306, 'precisions': [0.6195511126063344, 0.49494064993189335], 'brevity_penalty': 0.8819827891694686, 'length_ratio': 0.8884286934244235, 'translation_length': 20807, 'reference_length': 23420}
{'bleu': 0.4882450336931888, 'precisions': [0.6183282980866063, 0.49390806271540216], 'brevity_penalty': 0.8834972768239361, 'length_ratio': 0.8897849462365591, 'translation_length': 20853, 'reference_length': 23436}
{'bleu': 0.4888307269763606, 'precisions': [0.6186124401913876, 0.4942122342228895], 'brevity_penalty': 0.8840817514303583, 'length_ratio': 0.8903088391906283, 'translation_length': 20900, 'reference_length': 23475}
{'bleu': 0.4890514139838766, 'precisions': [0.6173747016706443, 0.49323540780827213], 'brevity_penalty': 0.88624333363967, 'length_ratio': 0.8922487223168655, 'translation_length': 20950, 'reference_length': 23480}
{'bleu': 0.4894902711686736, 'precisions': [0.6157942281177198, 0.4919145249783425], 'brevity_penalty': 0.8893678670632111, 'length_ratio': 0.895059364228265, 'translation_length': 21033, 'reference_length': 23499}
{'bleu': 0.4886060827609935, 'precisions': [0.6157097402289025, 0.49170712946492956], 'brevity_penalty': 0.8880094850959421, 'length_ratio': 0.8938364886662705, 'translation_length': 21057, 'reference_length': 23558}
{'bleu': 0.4888817604403512, 'precisions': [0.6156801365964713, 0.4916694675181255], 'brevity_penalty': 0.8885659021472846, 'length_ratio': 0.8943372216330859, 'translation_length': 21084, 'reference_length': 23575}
{'bleu': 0.4893861321542442, 'precisions': [0.6165456089048204, 0.49259931245225363], 'brevity_penalty': 0.8880187859119728, 'length_ratio': 0.8938448566610455, 'translation_length': 21202, 'reference_length': 23720}
{'bleu': 0.4887978249454776, 'precisions': [0.6165526998349445, 0.4926000190967249], 'brevity_penalty': 0.8869455326752232, 'length_ratio': 0.8928797001979031, 'translation_length': 21205, 'reference_length': 23749}
{'bleu': 0.4860973182269651, 'precisions': [0.6163265306122448, 0.4914747090952268], 'brevity_penalty': 0.8832165664322464, 'length_ratio': 0.889533427927552, 'translation_length': 21315, 'reference_length': 23962}
{'bleu': 0.4856688017357751, 'precisions': [0.6162638186246955, 0.49129795608668847], 'brevity_penalty': 0.8826415996228165, 'length_ratio': 0.8890184483404823, 'translation_length': 21348, 'reference_length': 24013}
{'bleu': 0.4858749822791686, 'precisions': [0.6164402744713625, 0.4913283871272624], 'brevity_penalty': 0.8828625741789612, 'length_ratio': 0.889216337373402, 'translation_length': 21423, 'reference_length': 24092}
{'bleu': 0.486028469380311, 'precisions': [0.6167583698591812, 0.49162063919180476], 'brevity_penalty': 0.8826512275279661, 'length_ratio': 0.889027069601625, 'translation_length': 21446, 'reference_length': 24123}
{'bleu': 0.48612153813809683, 'precisions': [0.6161333892226725, 0.4911114254727213], 'brevity_penalty': 0.8837256737399837, 'length_ratio': 0.8899896373056995, 'translation_length': 21471, 'reference_length': 24125}
{'bleu': 0.48838335477086037, 'precisions': [0.6180076805626243, 0.4930672662544501], 'brevity_penalty': 0.8847301586534639, 'length_ratio': 0.8908903544929926, 'translation_length': 21613, 'reference_length': 24260}
{'bleu': 0.4886361935937772, 'precisions': [0.618447184887534, 0.49324292728548047], 'brevity_penalty': 0.884716018377644, 'length_ratio': 0.890877669423528, 'translation_length': 21651, 'reference_length': 24303}
{'bleu': 0.48778639721741274, 'precisions': [0.6192713371102206, 0.49417086364484236], 'brevity_penalty': 0.8817604748956441, 'length_ratio': 0.8882297590312155, 'translation_length': 21711, 'reference_length': 24443}
{'bleu': 0.48738999051268084, 'precisions': [0.6185718214318453, 0.49327146171693736], 'brevity_penalty': 0.8823452351998581, 'length_ratio': 0.8887531060328323, 'translation_length': 21818, 'reference_length': 24549}
{'bleu': 0.48735636858330134, 'precisions': [0.6189211466251489, 0.49362511011173443], 'brevity_penalty': 0.8817193322868984, 'length_ratio': 0.8881929474925774, 'translation_length': 21838, 'reference_length': 24587}
{'bleu': 0.4874516890641494, 'precisions': [0.6187905955539292, 0.4934698036309744], 'brevity_penalty': 0.8821235895457906, 'length_ratio': 0.8885547065517801, 'translation_length': 21862, 'reference_length': 24604}
{'bleu': 0.4875038504703644, 'precisions': [0.6188428996112508, 0.4935167176067426], 'brevity_penalty': 0.8821387699210128, 'length_ratio': 0.888568293574999, 'translation_length': 21865, 'reference_length': 24607}
